,track_name,album_name,release_date,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
6,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),2011-11-04,0.337,0.576,257720,0.835,0RUGuh2uSNFJpGMSsD1F5C,0.0,2,0.082,-6.826,1,0.0486,150.017,4,https://api.spotify.com/v1/tracks/0RUGuh2uSNFJpGMSsD1F5C,audio_features,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,0.476
7,Marry You,Doo-Wops & Hooligans,2010-10-05,0.332,0.621,230192,0.82,22PMfvdz35fFKYnJyMn077,0.0,10,0.104,-4.865,1,0.0367,144.905,4,https://api.spotify.com/v1/tracks/22PMfvdz35fFKYnJyMn077,audio_features,spotify:track:22PMfvdz35fFKYnJyMn077,0.452
8,Leave The Door Open,An Evening With Silk Sonic,2021-11-11,0.182,0.586,242096,0.616,02VBYrHfVwfEWXk5DXyf0T,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,audio_features,spotify:track:02VBYrHfVwfEWXk5DXyf0T,0.719
9,The Lazy Song,Doo-Wops & Hooligans,2010-10-05,0.3,0.794,189109,0.711,1ExfPZEiahqhLyajhybFeS,0.0,8,0.0955,-5.124,0,0.0699,174.915,4,https://api.spotify.com/v1/tracks/1ExfPZEiahqhLyajhybFeS,audio_features,spotify:track:1ExfPZEiahqhLyajhybFeS,0.955
0,Money Trees,"good kid, m.A.A.d city",2012,0.0703,0.716,386907,0.531,2HbKqm4o0w5wEeEFXm2sD4,0.0,7,0.224,-7.355,1,0.122,71.994,4,https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4,audio_features,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,0.344
1,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,2018-02-09,0.0605,0.698,232187,0.633,3GCdLUSnKSMJhs4Tj6CV3s,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,audio_features,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,0.552
2,HUMBLE.,DAMN.,2017-04-14,0.000282,0.908,177000,0.621,7KXjTSCq5nL1LoYtL7XAwS,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.421
3,LOVE. FEAT. ZACARI.,DAMN.,2017-04-14,0.264,0.8,213400,0.585,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.343,1,0.0924,126.058,4,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,0.779
4,family ties (with Kendrick Lamar),The Melodic Blue,2021-09-10,0.00588,0.711,252262,0.611,3QFInJAm9eyaho5vBzxInN,0.0,1,0.23,-5.453,1,0.33,134.093,4,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,audio_features,spotify:track:3QFInJAm9eyaho5vBzxInN,0.144
5,PRIDE.,DAMN.,2017-04-14,0.0786,0.665,275253,0.535,6IZvVAP7VPPnsGX6bvgkqg,1.68e-05,4,0.154,-7.056,0,0.0572,138.842,4,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,audio_features,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,0.37
6,Swimming Pools (Drank),Swimming Pools (Drank),2012-01-01,0.00627,0.577,247800,0.447,6REbwUNlppTfcnV4d4ZoZi,0.00022,8,0.0899,-5.892,1,0.277,74.236,4,https://api.spotify.com/v1/tracks/6REbwUNlppTfcnV4d4ZoZi,audio_features,spotify:track:6REbwUNlppTfcnV4d4ZoZi,0.189
7,Pray For Me,The Highlights,2021-02-05,0.0867,0.732,211421,0.678,6huNf4dutXRjJyGn7f5BPS,2.41e-05,2,0.112,-4.977,1,0.0886,100.626,4,https://api.spotify.com/v1/tracks/6huNf4dutXRjJyGn7f5BPS,audio_features,spotify:track:6huNf4dutXRjJyGn7f5BPS,0.196
8,Alright,To Pimp A Butterfly,2015-03-16,0.0742,0.796,219333,0.766,3iVcZ5G6tvkXZkZKlMpIUs,0.0,7,0.0827,-5.974,1,0.238,110.034,4,https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs,audio_features,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,0.558
9,DNA.,DAMN.,2017-04-14,0.00454,0.638,185947,0.523,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.0842,-6.664,1,0.357,139.913,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.422
0,Without Me,The Eminem Show,2002-05-26,0.00286,0.908,290320,0.669,7lQ8MOhq6IN2w8EYcFNSUk,0.0,7,0.237,-2.827,1,0.0738,112.238,4,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.662
1,Mockingbird,Encore (Deluxe Version),2004-11-12,0.209,0.637,250760,0.678,561jH07mF1jHuk7KlaeF0s,0.0,0,0.156,-3.798,1,0.266,84.039,4,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,0.254
2,The Real Slim Shady,The Marshall Mathers LP,2000-05-23,0.0302,0.949,284200,0.661,3yfqSUWxFvZELEM4PmlwIR,0.0,5,0.0454,-4.244,0,0.0572,104.504,4,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,audio_features,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.76
3,Lose Yourself,Curtain Call: The Hits (Deluxe Edition),2005-12-06,0.00868,0.692,326467,0.744,5Z01UMMf7V1o0MzF86s6WJ,0.000423,2,0.359,-4.565,1,0.257,171.374,4,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,audio_features,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.0612
4,Godzilla (feat. Juice WRLD),Music To Be Murdered By,2020-01-17,0.145,0.808,210800,0.745,7FIWs0pqAYbP91WWM0vlTQ,0.0,10,0.292,-5.26,0,0.342,165.995,4,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,audio_features,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.829
5,Love The Way You Lie,Recovery,2010-06-18,0.241,0.749,263373,0.925,15JINEqzVMv3SvJTAXAKED,0.0,10,0.52,-5.034,1,0.227,86.989,4,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,0.641
6,Till I Collapse,The Eminem Show,2002-05-26,0.0622,0.548,297787,0.847,4xkOaSrkexMciUUogZKVTS,0.0,1,0.0816,-3.237,1,0.186,171.447,4,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,audio_features,spotify:track:4xkOaSrkexMciUUogZKVTS,0.1
7,Superman,The Eminem Show,2002-05-26,0.0215,0.802,350320,0.755,4woTEX1wYOTGDqNXuavlRC,0.0,4,0.295,-3.138,0,0.0564,130.027,4,https://api.spotify.com/v1/tracks/4woTEX1wYOTGDqNXuavlRC,audio_features,spotify:track:4woTEX1wYOTGDqNXuavlRC,0.58
8,Lace It (with Eminem & benny blanco),Lace It (with Eminem & benny blanco),2023-12-16,0.194,0.773,217527,0.597,4qmG24ebshLXtKu9HIShBP,0.0,2,0.22,-7.138,1,0.309,160.101,4,https://api.spotify.com/v1/tracks/4qmG24ebshLXtKu9HIShBP,audio_features,spotify:track:4qmG24ebshLXtKu9HIShBP,0.305
9,Stan,The Marshall Mathers LP,2000-05-23,0.0371,0.78,404107,0.768,3UmaczJpikHgJFyBTAJVoz,2.34e-06,6,0.518,-4.325,0,0.238,80.063,4,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,audio_features,spotify:track:3UmaczJpikHgJFyBTAJVoz,0.507
0,Ni**as In Paris,Watch The Throne,2011-08-08,0.127,0.789,219333,0.858,1auxYwYrFRqZP7t3s7w4um,0.0,1,0.349,-5.542,1,0.311,140.022,4,https://api.spotify.com/v1/tracks/1auxYwYrFRqZP7t3s7w4um,audio_features,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.775
1,Empire State Of Mind,The Blueprint 3,2009-09-08,0.0295,0.491,276920,0.956,2igwFfvr1OAGX9SKDCPBwO,0.0,11,0.46,-1.538,1,0.392,173.585,4,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,audio_features,spotify:track:2igwFfvr1OAGX9SKDCPBwO,0.811
2,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,0.0603,0.687,205733,0.793,5sNESr6pQfIhL3krM8CtZn,0.0,2,0.582,-4.254,1,0.166,107.045,4,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,audio_features,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.751
3,Run This Town,The Blueprint 3,2009-09-08,0.281,0.632,267520,0.924,7LR85XLWw2yXqKBSI5brbG,0.0,1,0.263,-1.802,1,0.29,86.844,4,https://api.spotify.com/v1/tracks/7LR85XLWw2yXqKBSI5brbG,audio_features,spotify:track:7LR85XLWw2yXqKBSI5brbG,0.441
4,No Church In The Wild,Watch The Throne,2011-08-08,0.244,0.654,272507,0.75,7r6PigmGzlB3YPB7wvBBbi,0.0178,8,0.167,-7.509,0,0.105,92.773,4,https://api.spotify.com/v1/tracks/7r6PigmGzlB3YPB7wvBBbi,audio_features,spotify:track:7r6PigmGzlB3YPB7wvBBbi,0.557
5,Why I Love You,Watch The Throne,2011-08-08,0.0259,0.48,201453,0.808,4bDPr2VAjcfgUDmN9dGOC3,0.0,5,0.267,-4.133,1,0.0423,123.387,4,https://api.spotify.com/v1/tracks/4bDPr2VAjcfgUDmN9dGOC3,audio_features,spotify:track:4bDPr2VAjcfgUDmN9dGOC3,0.37
6,Gotta Have It,Watch The Throne,2011-08-08,0.411,0.74,140747,0.574,6JFLZH9vCzgqnUToBdiHQb,0.0,4,0.262,-6.938,1,0.245,149.762,4,https://api.spotify.com/v1/tracks/6JFLZH9vCzgqnUToBdiHQb,audio_features,spotify:track:6JFLZH9vCzgqnUToBdiHQb,0.33
7,Otis,Watch The Throne,2011-08-08,0.552,0.754,178213,0.631,14I61w6cyYUHiV2n28IYdP,0.0,7,0.5,-4.751,0,0.307,94.577,4,https://api.spotify.com/v1/tracks/14I61w6cyYUHiV2n28IYdP,audio_features,spotify:track:14I61w6cyYUHiV2n28IYdP,0.432
8,4:44,4:44,2017-07-07,0.139,0.261,284493,0.852,1gT5TGwbkkkUliNzHRIGi1,4.26e-05,9,0.477,-4.965,1,0.158,177.997,4,https://api.spotify.com/v1/tracks/1gT5TGwbkkkUliNzHRIGi1,audio_features,spotify:track:1gT5TGwbkkkUliNzHRIGi1,0.431
9,Big Pimpin',Vol. 3... Life And Times Of S. Carter,1999-12-28,0.168,0.88,283067,0.814,7m97yKVzPpXV9Z4ezEziOD,0.00672,11,0.0584,-6.307,0,0.14,138.083,4,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,audio_features,spotify:track:7m97yKVzPpXV9Z4ezEziOD,0.942
0,Heartless,808s & Heartbreak,2008-11-24,0.0515,0.79,211000,0.647,4EWCNWgDS8707fNSZ1oaA5,0.0,10,0.248,-5.983,0,0.136,87.999,4,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,audio_features,spotify:track:4EWCNWgDS8707fNSZ1oaA5,0.654
1,Flashing Lights,Graduation,2007-09-11,0.0381,0.639,237507,0.628,5TRPicyLGbAF2LGBFbHGvO,0.0,6,0.386,-7.578,0,0.0399,90.482,4,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,audio_features,spotify:track:5TRPicyLGbAF2LGBFbHGvO,0.43
2,Father Stretch My Hands Pt. 1,The Life Of Pablo,2016-06-10,0.118,0.724,135920,0.573,4KW1lqgSr8TKrvBII0Brf8,0.0,7,0.538,-4.113,1,0.0549,113.088,4,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,audio_features,spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.438
3,Runaway,My Beautiful Dark Twisted Fantasy,2010-11-22,0.219,0.374,547733,0.568,3DK6m7It6Pw857FcQftMds,0.00219,1,0.513,-3.825,0,0.109,84.733,4,https://api.spotify.com/v1/tracks/3DK6m7It6Pw857FcQftMds,audio_features,spotify:track:3DK6m7It6Pw857FcQftMds,0.111
4,I Wonder,Graduation,2007-09-11,0.141,0.542,243440,0.466,7rbECVPkY5UODxoOUVKZnA,0.000445,0,0.125,-8.665,1,0.0831,191.385,4,https://api.spotify.com/v1/tracks/7rbECVPkY5UODxoOUVKZnA,audio_features,spotify:track:7rbECVPkY5UODxoOUVKZnA,0.124
5,Bound 2,Yeezus,2013-06-18,0.145,0.367,229147,0.665,3sNVsP50132BTNlImLx70i,0.0,1,0.113,-2.821,1,0.0465,148.913,4,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,audio_features,spotify:track:3sNVsP50132BTNlImLx70i,0.31
6,Ni**as In Paris,Watch The Throne,2011-08-08,0.127,0.789,219333,0.858,1auxYwYrFRqZP7t3s7w4um,0.0,1,0.349,-5.542,1,0.311,140.022,4,https://api.spotify.com/v1/tracks/1auxYwYrFRqZP7t3s7w4um,audio_features,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.775
7,Homecoming,Graduation,2007-09-11,0.337,0.667,203493,0.747,4iz9lGMjU1lXS51oPmUmTe,0.0,1,0.115,-7.059,1,0.189,86.917,4,https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe,audio_features,spotify:track:4iz9lGMjU1lXS51oPmUmTe,0.918
8,Gold Digger,Late Registration,2005-08-30,0.0195,0.629,207627,0.696,1PS1QMdUqOal0ai3Gt7sDQ,0.0,1,0.0554,-5.572,0,0.348,93.034,4,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,audio_features,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,0.623
9,Violent Crimes,ye,2018-06-01,0.376,0.669,215320,0.419,3s7MCdXyWmwjdcWh7GWXas,0.0,1,0.187,-6.724,0,0.522,109.813,4,https://api.spotify.com/v1/tracks/3s7MCdXyWmwjdcWh7GWXas,audio_features,spotify:track:3s7MCdXyWmwjdcWh7GWXas,0.0397
0,IDGAF (feat. Yeat),For All The Dogs,2023-10-06,0.0464,0.663,260111,0.67,2YSzYUF3jWqb9YP9VXmpjE,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,https://api.spotify.com/v1/tracks/2YSzYUF3jWqb9YP9VXmpjE,audio_features,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,0.138
1,Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,2023-10-06,0.0377,0.645,319192,0.729,1yeB8MUNeLo9Ek1UEpsyz6,0.0,2,0.384,-4.56,1,0.0528,146.01,4,https://api.spotify.com/v1/tracks/1yeB8MUNeLo9Ek1UEpsyz6,audio_features,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,0.142
2,First Person Shooter (feat. J. Cole),For All The Dogs,2023-10-06,0.0277,0.47,247444,0.64,7aqfrAY2p9BUSiupwk3svU,0.0,2,0.382,-7.779,1,0.32,163.92,4,https://api.spotify.com/v1/tracks/7aqfrAY2p9BUSiupwk3svU,audio_features,spotify:track:7aqfrAY2p9BUSiupwk3svU,0.248
3,One Dance,Views,2016-05-06,0.00776,0.792,173987,0.625,1zi7xx7UVEFkmKfv06H8x0,0.0018,1,0.329,-5.609,1,0.0536,103.967,4,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.37
4,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",2022-06-17,0.000307,0.529,218365,0.673,3F5CgOj3wFlRv51JsHbxhe,2.41e-06,0,0.093,-4.711,1,0.175,165.921,4,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,audio_features,spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.366
5,God's Plan,Scorpion,2018-06-29,0.0332,0.754,198973,0.449,6DCZcSspjsKoFjzjrWoCdn,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,audio_features,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.357
6,MELTDOWN (feat. Drake),UTOPIA,2023-07-28,0.012,0.557,246134,0.774,67nepsnrcZkowTxMWigSbb,0.0,7,0.396,-5.275,0,0.351,111.975,4,https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb,audio_features,spotify:track:67nepsnrcZkowTxMWigSbb,0.397
7,Passionfruit,More Life,2017-03-18,0.256,0.809,298941,0.463,5mCPDVBb16L4XQwDdbRUpz,0.085,11,0.109,-11.377,1,0.0396,111.98,4,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,audio_features,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.364
8,Rich Flex,Her Loss,2022-11-04,0.0503,0.561,239360,0.52,1bDbXMyjaUIooNwFE9wn0N,1.86e-06,11,0.355,-9.342,0,0.244,153.15,3,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,audio_features,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.424
9,Fair Trade (with Travis Scott),Certified Lover Boy,2021-09-03,0.0503,0.666,291175,0.465,40iJIUlhi6renaREYGeIDS,0.0,1,0.215,-8.545,1,0.26,167.937,4,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,audio_features,spotify:track:40iJIUlhi6renaREYGeIDS,0.292
0,Blue in Green (feat. John Coltrane & Bill Evans),Kind Of Blue (Legacy Edition),1959-08-17,0.808,0.421,337733,0.0162,0aWMVrwxPNYkKmFthzmpRi,0.0024,2,0.0978,-25.358,0,0.0388,110.479,4,https://api.spotify.com/v1/tracks/0aWMVrwxPNYkKmFthzmpRi,audio_features,spotify:track:0aWMVrwxPNYkKmFthzmpRi,0.154
1,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Kind Of Blue (Legacy Edition),1959-08-17,0.706,0.532,562640,0.151,4vLYewWIvqHfKtJDk8c8tq,0.00136,0,0.116,-17.266,1,0.0376,136.759,4,https://api.spotify.com/v1/tracks/4vLYewWIvqHfKtJDk8c8tq,audio_features,spotify:track:4vLYewWIvqHfKtJDk8c8tq,0.211
2,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",Kind Of Blue (Legacy Edition),1959-08-17,0.704,0.639,586400,0.186,2x91iJc0UkFcjRMEZ2CoWB,0.00104,8,0.118,-15.831,1,0.0347,128.375,4,https://api.spotify.com/v1/tracks/2x91iJc0UkFcjRMEZ2CoWB,audio_features,spotify:track:2x91iJc0UkFcjRMEZ2CoWB,0.498
3,It Never Entered My Mind,"Milestones of a Jazz Legend - Miles Davis and his favorite Tenors, Vol. 5",2019-05-03,0.894,0.475,321787,0.169,0Yqea2hZAWA1fCRXQ4Z7rh,0.000137,8,0.11,-13.848,1,0.0334,116.3,4,https://api.spotify.com/v1/tracks/0Yqea2hZAWA1fCRXQ4Z7rh,audio_features,spotify:track:0Yqea2hZAWA1fCRXQ4Z7rh,0.101
4,My Funny Valentine,The Duke,2011-01-01,0.912,0.543,361813,0.0849,42Gsr161K7jUyWOSqrdzdz,0.00628,0,0.112,-17.599,0,0.0407,69.435,4,https://api.spotify.com/v1/tracks/42Gsr161K7jUyWOSqrdzdz,audio_features,spotify:track:42Gsr161K7jUyWOSqrdzdz,0.262
5,Autumn Leaves,Grove,2011-01-01,0.77,0.523,658373,0.102,0OWqCRUi7l27d3rv1WDtCq,0.000227,7,0.083,-17.356,0,0.0384,110.776,4,https://api.spotify.com/v1/tracks/0OWqCRUi7l27d3rv1WDtCq,audio_features,spotify:track:0OWqCRUi7l27d3rv1WDtCq,0.268
6,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",Ascenseur pour l'échafaud,1958-01-29,0.974,0.391,168512,0.114,3I1LsXYKMeWbdgJgADH8yY,0.949,2,0.183,-11.506,0,0.0329,70.197,4,https://api.spotify.com/v1/tracks/3I1LsXYKMeWbdgJgADH8yY,audio_features,spotify:track:3I1LsXYKMeWbdgJgADH8yY,0.139
7,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",'Round About Midnight,1957-03-18,0.79,0.494,355333,0.182,5vb7At47uO0yPGfmYnAHuw,0.00036,10,0.129,-11.116,0,0.0443,112.689,4,https://api.spotify.com/v1/tracks/5vb7At47uO0yPGfmYnAHuw,audio_features,spotify:track:5vb7At47uO0yPGfmYnAHuw,0.21
8,"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",Kind Of Blue (Legacy Edition),1959-08-17,0.771,0.499,692747,0.149,5o3DSHw1ORhM3lWxqGRvEf,0.00469,0,0.115,-18.305,1,0.0314,139.815,3,https://api.spotify.com/v1/tracks/5o3DSHw1ORhM3lWxqGRvEf,audio_features,spotify:track:5o3DSHw1ORhM3lWxqGRvEf,0.363
9,"Milestones (feat. John Coltrane, Cannonball Adderley, Red Garland, Paul Chambers & Philly Joe Jones)",Milestones,1958-04,0.439,0.553,342067,0.546,1xicvSO4CJ2ymqYgpk7DFh,0.000557,9,0.167,-7.459,0,0.0341,118.214,4,https://api.spotify.com/v1/tracks/1xicvSO4CJ2ymqYgpk7DFh,audio_features,spotify:track:1xicvSO4CJ2ymqYgpk7DFh,0.7
0,In A Sentimental Mood,Duke Ellington & John Coltrane,1963-02,0.936,0.464,255227,0.305,0E8q2Fx2XuzXCO2NSAppkR,0.0846,3,0.208,-12.435,0,0.0316,108.229,4,https://api.spotify.com/v1/tracks/0E8q2Fx2XuzXCO2NSAppkR,audio_features,spotify:track:0E8q2Fx2XuzXCO2NSAppkR,0.282
1,My One And Only Love,John Coltrane And Johnny Hartman,1963-01-01,0.963,0.474,295240,0.0676,0uPkCpuoERqrkBL06Art50,0.00291,9,0.14,-16.101,0,0.0363,115.713,3,https://api.spotify.com/v1/tracks/0uPkCpuoERqrkBL06Art50,audio_features,spotify:track:0uPkCpuoERqrkBL06Art50,0.248
2,My Little Brown Book,Duke Ellington & John Coltrane,1963-02,0.942,0.372,319733,0.187,4rmCI9VWrwrJTJ8XQ80BMN,0.139,0,0.161,-13.497,0,0.0323,70.334,4,https://api.spotify.com/v1/tracks/4rmCI9VWrwrJTJ8XQ80BMN,audio_features,spotify:track:4rmCI9VWrwrJTJ8XQ80BMN,0.217
3,Giant Steps - Mono,Giant Steps (Mono),1960,0.261,0.434,287582,0.458,6QvVTzCv70hwn4XyRnobGi,0.00869,0,0.173,-11.457,0,0.0479,146.768,4,https://api.spotify.com/v1/tracks/6QvVTzCv70hwn4XyRnobGi,audio_features,spotify:track:6QvVTzCv70hwn4XyRnobGi,0.547
4,Blue Train - Remastered 2003/Rudy Van Gelder Edition,Blue Train (Expanded Edition),1958,0.798,0.506,644013,0.493,6ZgaUtMlUzUf7SqbUUnfbu,0.00355,8,0.307,-7.759,1,0.0427,134.77,4,https://api.spotify.com/v1/tracks/6ZgaUtMlUzUf7SqbUUnfbu,audio_features,spotify:track:6ZgaUtMlUzUf7SqbUUnfbu,0.584
5,My Favorite Things,My Favorite Things (Deluxe Edition),1961,0.694,0.277,824133,0.242,2JOEPbuwVf0nafGnMSVEhH,0.464,4,0.113,-18.442,1,0.0342,175.384,3,https://api.spotify.com/v1/tracks/2JOEPbuwVf0nafGnMSVEhH,audio_features,spotify:track:2JOEPbuwVf0nafGnMSVEhH,0.285
6,Naima - Mono,Giant Steps (Mono),1960,0.905,0.292,265049,0.012,5cAwEKmadsW4nCYe9QUvgU,0.164,10,0.0813,-21.638,0,0.0393,170.106,3,https://api.spotify.com/v1/tracks/5cAwEKmadsW4nCYe9QUvgU,audio_features,spotify:track:5cAwEKmadsW4nCYe9QUvgU,0.133
7,You Are Too Beautiful,John Coltrane And Johnny Hartman,1963-01-01,0.861,0.42,336547,0.077,4bA0Y5vHsRx2RH59lGkryb,0.38,7,0.0892,-21.464,0,0.0441,53.534,4,https://api.spotify.com/v1/tracks/4bA0Y5vHsRx2RH59lGkryb,audio_features,spotify:track:4bA0Y5vHsRx2RH59lGkryb,0.272
8,I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,Blue Train (Expanded Edition),1958,0.931,0.394,477760,0.23,5p95DUZplmVxY0XCQ3hxUV,0.497,3,0.0662,-10.475,1,0.0348,78.319,4,https://api.spotify.com/v1/tracks/5p95DUZplmVxY0XCQ3hxUV,audio_features,spotify:track:5p95DUZplmVxY0XCQ3hxUV,0.358
9,"A Love Supreme, Pt. I – Acknowledgement",A Love Supreme,1965-02,0.485,0.37,462867,0.586,0CLbmkYmQIWiEwnsbOkLpd,1.96e-06,5,0.348,-13.468,0,0.0581,121.573,4,https://api.spotify.com/v1/tracks/0CLbmkYmQIWiEwnsbOkLpd,audio_features,spotify:track:0CLbmkYmQIWiEwnsbOkLpd,0.519
0,Frosty The Snowman,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.733,0.579,131733,0.502,65irrLqfCMRiO3p87P4C0D,0.0,8,0.281,-7.57,1,0.0513,76.816,4,https://api.spotify.com/v1/tracks/65irrLqfCMRiO3p87P4C0D,audio_features,spotify:track:65irrLqfCMRiO3p87P4C0D,0.836
1,Sleigh Ride,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.764,0.508,175987,0.287,4ukUoXLuFzMixyZyabSGc4,0.0,1,0.153,-12.472,1,0.0523,154.759,4,https://api.spotify.com/v1/tracks/4ukUoXLuFzMixyZyabSGc4,audio_features,spotify:track:4ukUoXLuFzMixyZyabSGc4,0.644
2,Dream A Little Dream Of Me,Ella: The Legendary Decca Recordings,1995-08-29,0.916,0.491,187693,0.154,0KBvapFwuz8gPKu6Gw23WN,0.0,0,0.163,-13.706,1,0.0839,95.261,3,https://api.spotify.com/v1/tracks/0KBvapFwuz8gPKu6Gw23WN,audio_features,spotify:track:0KBvapFwuz8gPKu6Gw23WN,0.36
3,I've Got My Love To Keep Me Warm,Ella And Louis Again,1957-02-25,0.774,0.523,189040,0.427,5OLmn2zkijgVleNhMRjYQp,0.0,0,0.448,-11.556,1,0.0766,110.577,4,https://api.spotify.com/v1/tracks/5OLmn2zkijgVleNhMRjYQp,audio_features,spotify:track:5OLmn2zkijgVleNhMRjYQp,0.784
4,Christmas Island,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.838,0.519,137880,0.343,4cy0jYlAbtgBmOq05AzDt3,0.0,2,0.619,-9.39,0,0.0456,113.028,4,https://api.spotify.com/v1/tracks/4cy0jYlAbtgBmOq05AzDt3,audio_features,spotify:track:4cy0jYlAbtgBmOq05AzDt3,0.613
